Date,Open,High,Low,Close
8-September-2017,15846.83,15906.14,15706.95,15754.75,
11-September-2017,15833.81,15914.33,15832.86,15865.88,
12-September-2017,15941.67,16050.42,15928.50,16037.09,
13-September-2017,16100.75,16142.25,15899.78,15926.70,
14-September-2017,16056.73,16092.14,15948.69,16017.12,
15-September-2017,15986.94,16029.88,15895.86,15972.74,
18-September-2017,16032.53,16141.17,16032.53,16089.94,
19-September-2017,16114.99,16168.93,16081.75,16110.83,
20-September-2017,16139.53,16183.88,16080.84,16099.28,
21-September-2017,16116.12,16158.88,15902.61,16044.21,
22-September-2017,16018.87,16019.40,15584.27,15609.89,
25-September-2017,15636.78,15639.05,15189.03,15432.53,
26-September-2017,15428.43,15562.08,15383.28,15500.05,
27-September-2017,15510.52,15582.71,15164.48,15191.97,
28-September-2017,15246.51,15354.97,15129.78,15309.29,
29-September-2017,15344.32,15547.08,15344.32,15436.01,
3-October-2017,15516.98,15622.34,15513.29,15554.67,
4-October-2017,15608.95,15668.47,15591.20,15614.56,
5-October-2017,15645.10,15746.42,15642.68,15691.81,
6-October-2017,15735.53,15859.33,15732.86,15840.15,
9-October-2017,15865.20,15929.97,15801.27,15834.13,
10-October-2017,15849.54,15957.60,15849.54,15935.68,
11-October-2017,15970.92,16035.27,15736.00,15804.59,
12-October-2017,15826.87,15970.72,15786.17,15959.53,
13-October-2017,16012.91,16019.03,15948.75,15966.69,
16-October-2017,16012.38,16073.06,15952.62,16050.23,
17-October-2017,16047.72,16131.47,16040.44,16114.50,
18-October-2017,16145.93,16160.14,16074.70,16115.98,
19-October-2017,16182.53,16192.77,16017.82,16076.42,
23-October-2017,16089.51,16190.80,16078.62,16147.97,
24-October-2017,16177.65,16207.66,16144.38,16181.73,
25-October-2017,16297.11,16338.73,16157.54,16249.36,
26-October-2017,16278.61,16378.94,16199.31,16334.36,
27-October-2017,16359.61,16442.45,16359.61,16379.58,
30-October-2017,16426.34,16587.14,16426.25,16565.32,
31-October-2017,16604.82,16641.83,16522.57,16587.98,
1-November-2017,16663.26,16734.54,16627.52,16646.61,
2-November-2017,16713.84,16809.96,16689.18,16725.35,
3-November-2017,16777.85,16796.41,16654.94,16713.11,
6-November-2017,16731.20,16829.46,16698.16,16789.79,
7-November-2017,16848.68,16879.64,16487.68,16543.46,
8-November-2017,16600.34,16647.50,16376.50,16416.61,
9-November-2017,16507.84,16607.84,16379.89,16577.92,
10-November-2017,16599.70,16662.69,16498.89,16562.69,
13-November-2017,16605.49,16626.95,16521.25,16530.97,
14-November-2017,16569.36,16581.55,16474.63,16494.72,
15-November-2017,16493.09,16526.11,16278.66,16328.64,
16-November-2017,16353.45,16529.49,16350.87,16504.06,
17-November-2017,16615.11,16758.80,16614.97,16673.33,
20-November-2017,16722.75,16790.20,16664.81,16777.79,
21-November-2017,16824.53,16872.28,16737.89,16794.23,
22-November-2017,16816.58,16829.23,16697.22,16785.41,
23-November-2017,16806.98,16850.56,16733.56,16836.18,
24-November-2017,16848.89,16952.13,16848.71,16934.32,
27-November-2017,16930.29,17033.48,16875.99,17022.21,
28-November-2017,17051.59,17093.66,16995.95,17038.75,
29-November-2017,17065.39,17110.66,16974.21,17010.51,
30-November-2017,17002.43,17004.33,16887.35,16917.44,
1-December-2017,16964.52,17083.18,16723.32,16757.27,
4-December-2017,16841.24,16884.32,16665.57,16742.60,
5-December-2017,16753.86,16837.14,16617.84,16812.07,
6-December-2017,16802.91,16838.85,16650.39,16662.88,
7-December-2017,16680.28,16913.23,16680.28,16893.61,
8-December-2017,16970.96,17057.76,16962.53,17044.36,
11-December-2017,17112.36,17133.43,17049.42,17106.29,
12-December-2017,17101.22,17108.98,16918.70,16933.29,
13-December-2017,16944.28,16981.94,16755.96,16790.64,
14-December-2017,16835.40,16887.87,16686.50,16806.40,
15-December-2017,16900.92,17002.48,16900.92,16974.72,
18-December-2017,16975.59,17195.16,16604.84,17104.40,
19-December-2017,17148.75,17366.87,17147.49,17356.19,
20-December-2017,17385.88,17484.05,17369.72,17418.72,
21-December-2017,17443.79,17564.50,17435.37,17553.71,
22-December-2017,17607.38,17653.68,17524.22,17573.78,
26-December-2017,17626.14,17720.57,17605.98,17706.94,
27-December-2017,17744.97,17783.81,17614.65,17673.64,
28-December-2017,17722.27,17752.90,17651.95,17691.93,
29-December-2017,17762.26,17851.03,17751.73,17822.40,
1-January-2018,17878.16,17993.06,17809.59,17835.83,
2-January-2018,17858.58,17928.27,17624.80,17725.47,
3-January-2018,17755.32,17868.87,17751.26,17819.32,
4-January-2018,17840.22,17963.81,17827.84,17945.62,
5-January-2018,18008.98,18098.24,18001.46,18070.03,
8-January-2018,18137.73,18265.48,18135.32,18247.55,
9-January-2018,18283.64,18321.37,18123.69,18173.91,
10-January-2018,18208.62,18236.83,18051.04,18118.24,
11-January-2018,18140.84,18219.00,18088.57,18167.77,
12-January-2018,18221.69,18247.05,17976.05,18137.03,
15-January-2018,18194.47,18256.93,18100.33,18128.88,
16-January-2018,18145.21,18159.83,17777.59,17813.94,
17-January-2018,17813.20,17958.14,17556.23,17932.37,
18-January-2018,18029.54,18060.14,17514.72,17629.45,
19-January-2018,17641.26,17794.61,17545.25,17765.00,
22-January-2018,17781.87,17895.62,17702.58,17876.50,
23-January-2018,17924.54,18123.57,17922.43,18078.73,
24-January-2018,18075.45,18124.91,17951.08,17975.83,
25-January-2018,18009.57,18047.17,17822.01,17841.19,
29-January-2018,17885.58,17931.42,17686.53,17710.30,
30-January-2018,17688.54,17698.39,17514.98,17591.39,
31-January-2018,17571.06,17574.88,17241.93,17364.20,
1-February-2018,17367.49,17389.19,17003.21,17270.90,
2-February-2018,17160.98,17162.38,16523.84,16574.70,
5-February-2018,16422.72,16601.65,16076.41,16559.55,
6-February-2018,16108.03,16403.12,15776.22,16281.09,
7-February-2018,16410.68,16567.16,16316.82,16350.74,
8-February-2018,16374.47,16672.45,16372.15,16649.07,
9-February-2018,16435.12,16685.72,16344.95,16634.91,
12-February-2018,16746.12,16900.34,16741.41,16852.46,
14-February-2018,16937.90,17014.68,16838.32,16881.48,
15-February-2018,16927.77,17009.85,16753.18,16803.24,
16-February-2018,16828.19,16932.65,16558.43,16602.35,
19-February-2018,16653.92,16678.47,16286.58,16428.66,
20-February-2018,16426.40,16517.97,16363.16,16419.51,
21-February-2018,16444.76,16484.25,16323.31,16411.46,
22-February-2018,16398.39,16404.78,16292.47,16322.14,
23-February-2018,16328.83,16574.76,16328.83,16562.03,
26-February-2018,16617.40,16714.67,16600.34,16684.87,
27-February-2018,16718.56,16743.73,16576.23,16601.05,
28-February-2018,16528.23,16597.03,16426.00,16562.59,
1-March-2018,16573.71,16646.91,16438.18,16461.27,
5-March-2018,16442.89,16448.02,16251.29,16304.42,
6-March-2018,16360.89,16473.44,16121.22,16167.85,
7-March-2018,16170.76,16170.76,15935.82,15954.41,
8-March-2018,16013.58,16095.47,15805.61,16043.55,
9-March-2018,16094.95,16145.09,15966.61,15987.27,
12-March-2018,16057.18,16125.95,15959.20,16108.27,
13-March-2018,16104.51,16326.56,16079.54,16269.25,
14-March-2018,16269.75,16338.56,16212.04,16315.44,
15-March-2018,16349.81,16458.43,16332.21,16394.99,
16-March-2018,16411.31,16450.74,16198.68,16219.13,
19-March-2018,16269.19,16271.21,15932.67,15962.99,
20-March-2018,15928.97,16047.44,15847.79,15995.82,
21-March-2018,16039.88,16188.63,16007.62,16031.70,
22-March-2018,16046.69,16087.20,15892.36,15910.68,
23-March-2018,15762.90,15762.90,15567.56,15694.11,
